criterion "Is_bastille"	"who" "Medic2" required
Rule wolfe_CHATTER_IDLE
{
    criteria ConceptCHATTER_IDLE Is_wolfe
    response wolfe_CHATTER_IDLE
}

Response vegas_CHATTER_IDLE
{
	speak "vegas.Idle0"
	speak "vegas.Idle1"
	speak "vegas.Idle2"
	speak "vegas.Idle3"
	speak "vegas.Idle4"
	speak "vegas.Idle5"
	speak "vegas.Idle6"
	speak "vegas.Idle7"
	speak "vegas.Idle8"
	speak "vegas.Idle9"
}

Rule vegas_CHATTER_IDLE
{
    criteria ConceptCHATTER_IDLE Is_vegas
    response vegas_CHATTER_IDLE
}

Response sarge_CHATTER_IDLE
{
	speak "sarge.Idle0"
	speak "sarge.Idle1"
	speak "sarge.Idle2"
	speak "sarge.Idle3"
	speak "sarge.Idle4"
	speak "sarge.Idle5"
	speak "sarge.Idle6"
	speak "sarge.Idle7"
	speak "sarge.Idle8"
	speak "sarge.Idle9"
	speak "sarge.Idle10"
	speak "sarge.Idle11"
	speak "sarge.Idle12"
	speak "sarge.Idle13"
	speak "sarge.Idle14"
	speak "sarge.Idle15"
	speak "sarge.Idle16"
	speak "sarge.Idle17"
}

Rule sarge_CHATTER_IDLE
{
    criteria ConceptCHATTER_IDLE Is_sarge
    response sarge_CHATTER_IDLE
}

Response bastille_CHATTER_IDLE
{
	speak "bastille.Idle0"
	speak "bastille.Idle1"
	speak "bastille.Idle2"
	speak "bastille.Idle3"
	speak "bastille.Idle4"
	speak "bastille.Idle5"
	speak "bastille.Idle6"
	speak "bastille.Idle7"
	speak "bastille.Idle8"
	speak "bastille.Idle9"
	speak "bastille.Idle10"
	speak "bastille.Idle11"
	speak "bastille.Idle12"
	speak "bastille.Idle13"
	speak "bastille.Idle14"
	speak "bastille.Idle15"
	speak "bastille.Idle16"
	speak "bastille.Idle17"
	speak "bastille.Idle18"
}

Rule bastille_CHATTER_IDLE
{
    criteria ConceptCHATTER_IDLE Is_bastille
    response bastille_CHATTER_IDLE
}

Response wildcat_CHATTER_IDLE
{
	speak "wildcat.Idle0"
	speak "wildcat.Idle1"
	speak "wildcat.Idle2"
	speak "wildcat.Idle3"
	speak "wildcat.Idle4"
	speak "wildcat.Idle5"
	speak "wildcat.Idle6"
}

Rule wildcat_CHATTER_IDLE
{
    criteria ConceptCHATTER_IDLE Is_wildcat
    response wildcat_CHATTER_IDLE
}

Response faith_CHATTER_PARASITE
{
	speak "faith.Parasite0"
	speak "faith.Parasite1"
	speak "faith.Parasite2"
}

Rule faith_CHATTER_PARASITE
{
    criteria ConceptCHATTER_PARASITE Is_faith
    response faith_CHATTER_PARASITE
}

Response crash_CHATTER_PARASITE
{
	speak "crash.Parasite0"
	speak "crash.Parasite1"
	speak "crash.Parasite2"
}

Rule crash_CHATTER_PARASITE
{
    criteria ConceptCHATTER_PARASITE Is_crash
    response crash_CHATTER_PARASITE
}

Response jaeger_CHATTER_PARASITE
{
	speak "jaeger.Parasite0"
	speak "jaeger.Parasite1"
	speak "jaeger.Parasite2"
}

Rule jaeger_CHATTER_PARASITE
{
    criteria ConceptCHATTER_PARASITE Is_jaeger
    response jaeger_CHATTER_PARASITE
}

Response wolfe_CHATTER_PARASITE
{
	speak "wolfe.Parasite0"
	speak "wolfe.Parasite1"
	speak "wolfe.Parasite2"
	speak "wolfe.Parasite3"
	speak "wolfe.Parasite4"
}

Rule wolfe_CHATTER_PARASITE
{
    criteria ConceptCHATTER_PARASITE Is_wolfe
    response wolfe_CHATTER_PARASITE
}

Response vegas_CHATTER_PARASITE
{
	speak "vegas.Parasite0"
	speak "vegas.Parasite2"
	speak "vegas.Parasite3"
}

Rule vegas_CHATTER_PARASITE
{
    criteria ConceptCHATTER_PARASITE Is_vegas
    response vegas_CHATTER_PARASITE
}

Response sarge_CHATTER_PARASITE
{
	speak "sarge.Parasite0"
	speak "sarge.Parasite1"
	speak "sarge.Parasite2"
}

Rule sarge_CHATTER_PARASITE
{
    criteria ConceptCHATTER_PARASITE Is_sarge
    response sarge_CHATTER_PARASITE
}

Response bastille_CHATTER_PARASITE
{
	speak "bastille.Parasite0"
	speak "bastille.Parasite1"
	speak "bastille.Parasite2"
}

Rule bastille_CHATTER_PARASITE
{
    criteria ConceptCHATTER_PARASITE Is_bastille
    response bastille_CHATTER_PARASITE
}

Response wildcat_CHATTER_PARASITE
{
	speak "wildcat.Parasite0"
	speak "wildcat.Parasite1"
}

Rule wildcat_CHATTER_PARASITE
{
    criteria ConceptCHATTER_PARASITE Is_wildcat
    response wildcat_CHATTER_PARASITE
}

Response faith_CHATTER_SEALING_DOOR
{
	speak "faith.SealingDoor0"
	speak "faith.SealingDoor1"
	speak "faith.SealingDoor2"
}

Rule faith_CHATTER_SEALING_DOOR
{
    criteria ConceptCHATTER_SEALING_DOOR Is_faith
    response faith_CHATTER_SEALING_DOOR
}

Response crash_CHATTER_SEALING_DOOR
{
	speak "crash.SealingDoor0"
	speak "crash.SealingDoor1"
}

Rule crash_CHATTER_SEALING_DOOR
{
    criteria ConceptCHATTER_SEALING_DOOR Is_crash
    response crash_CHATTER_SEALING_DOOR
}

Response jaeger_CHATTER_SEALING_DOOR
{
	speak "jaeger.SealingDoor0"
	speak "jaeger.SealingDoor1"
}

Rule jaeger_CHATTER_SEALING_DOOR
{
    criteria ConceptCHATTER_SEALING_DOOR Is_jaeger
    response jaeger_CHATTER_SEALING_DOOR
}

Response wolfe_CHATTER_SEALING_DOOR
{
	speak "wolfe.SealingDoor0"
	speak "wolfe.SealingDoor1"
	speak "wolfe.SealingDoor2"
	speak "wolfe.SealingDoor3"
}

Rule wolfe_CHATTER_SEALING_DOOR
{
    criteria ConceptCHATTER_SEALING_DOOR Is_wolfe
    response wolfe_CHATTER_SEALING_DOOR
}

Response vegas_CHATTER_SEALING_DOOR
{
	speak "vegas.SealingDoor0"
	speak "vegas.SealingDoor1"
	speak "vegas.SealingDoor2"
}

Rule vegas_CHATTER_SEALING_DOOR
{
    criteria ConceptCHATTER_SEALING_DOOR Is_vegas
    response vegas_CHATTER_SEALING_DOOR
}

Response sarge_CHATTER_SEALING_DOOR
{
	speak "sarge.SealingDoor0"
	speak "sarge.SealingDoor1"
	speak "sarge.SealingDoor2"
}

Rule sarge_CHATTER_SEALING_DOOR
{
    criteria ConceptCHATTER_SEALING_DOOR Is_sarge
    response sarge_CHATTER_SEALING_DOOR
}

Response bastille_CHATTER_SEALING_DOOR
{
	speak "bastille.SealingDoor0"
	speak "bastille.SealingDoor1"
}

Rule bastille_CHATTER_SEALING_DOOR
{
    criteria ConceptCHATTER_SEALING_DOOR Is_bastille
    response bastille_CHATTER_SEALING_DOOR
}

Response wildcat_CHATTER_SEALING_DOOR
{
	speak "wildcat.SealingDoor0"
	speak "wildcat.SealingDoor1"
}

Rule wildcat_CHATTER_SEALING_DOOR
{
    criteria ConceptCHATTER_SEALING_DOOR Is_wildcat
    response wildcat_CHATTER_SEALING_DOOR
}

Response vegas_CHATTER_TEQUILA_REPLY_FAITH
{
	speak "vegas.TequilaReplyFaith0"
}

Rule vegas_CHATTER_TEQUILA_REPLY_FAITH
{
    criteria ConceptCHATTER_TEQUILA_REPLY_FAITH Is_vegas
    response vegas_CHATTER_TEQUILA_REPLY_FAITH
}

Response wolfe_CHATTER_AUTOGUN_REPLY
{
	speak "wolfe.AutogunReply0"
	speak "wolfe.AutogunReply1"
	speak "wolfe.AutogunReply2"
	speak "wolfe.AutogunReply3"
}

Rule wolfe_CHATTER_AUTOGUN_REPLY
{
    criteria ConceptCHATTER_AUTOGUN_REPLY Is_wolfe
    response wolfe_CHATTER_AUTOGUN_REPLY
}

Response sarge_CHATTER_AUTOGUN_REPLY
{
	speak "sarge.AutogunReply0"
	speak "sarge.AutogunReply1"
	speak "sarge.AutogunReply2"
}

Rule sarge_CHATTER_AUTOGUN_REPLY
{
    criteria ConceptCHATTER_AUTOGUN_REPLY Is_sarge
    response sarge_CHATTER_AUTOGUN_REPLY
}

Response jaeger_CHATTER_AUTOGUN_REPLY
{
	speak "jaeger.AutogunReply0"
}

Rule jaeger_CHATTER_AUTOGUN_REPLY
{
    criteria ConceptCHATTER_AUTOGUN_REPLY Is_jaeger
    response jaeger_CHATTER_AUTOGUN_REPLY
}

Response wildcat_CHATTER_AUTOGUN_REPLY
{
	speak "wildcat.AutogunReply0"
	speak "wildcat.AutogunReply1"
}

Rule wildcat_CHATTER_AUTOGUN_REPLY
{
    criteria ConceptCHATTER_AUTOGUN_REPLY Is_wildcat
    response wildcat_CHATTER_AUTOGUN_REPLY
}

Response faith_CHATTER_MEDS_NONE
{
	speak "faith.NoMeds0"
	speak "faith.NoMeds1"
	speak "faith.NoMeds2"
	speak "faith.NoMeds3"
}

Rule faith_CHATTER_MEDS_NONE
{
    criteria ConceptCHATTER_MEDS_NONE Is_faith
    response faith_CHATTER_MEDS_NONE
}

Response bastille_CHATTER_MEDS_NONE
{
	speak "bastille.NoMeds0"
	speak "bastille.NoMeds1"
	speak "bastille.NoMeds2"
	speak "bastille.NoMeds3"
	speak "bastille.NoMeds4"
	speak "bastille.NoMeds5"
	speak "bastille.NoMeds6"
}

Rule bastille_CHATTER_MEDS_NONE
{
    criteria ConceptCHATTER_MEDS_NONE Is_bastille
    response bastille_CHATTER_MEDS_NONE
}

Response faith_CHATTER_ALIEN_TOO_CLOSE
{
	speak "faith.AlienTooClose0"
	speak "faith.AlienTooClose1"
	speak "faith.AlienTooClose2"
}

Rule faith_CHATTER_ALIEN_TOO_CLOSE
{
    criteria ConceptCHATTER_ALIEN_TOO_CLOSE Is_faith
    response faith_CHATTER_ALIEN_TOO_CLOSE
}

Response crash_CHATTER_ALIEN_TOO_CLOSE
{
	speak "crash.AlienTooClose0"
	speak "crash.AlienTooClose1"
	speak "crash.AlienTooClose2"
	speak "crash.AlienTooClose3"
}

Rule crash_CHATTER_ALIEN_TOO_CLOSE
{
    criteria ConceptCHATTER_ALIEN_TOO_CLOSE Is_crash
    response crash_CHATTER_ALIEN_TOO_CLOSE
}

Response jaeger_CHATTER_ALIEN_TOO_CLOSE
{
	speak "jaeger.AlienTooClose0"
	speak "jaeger.AlienTooClose1"
	speak "jaeger.AlienTooClose2"
	speak "jaeger.AlienTooClose3"
}

Rule jaeger_CHATTER_ALIEN_TOO_CLOSE
{
    criteria ConceptCHATTER_ALIEN_TOO_CLOSE Is_jaeger
    response jaeger_CHATTER_ALIEN_TOO_CLOSE
}

Response wolfe_CHATTER_ALIEN_TOO_CLOSE
{
	speak "wolfe.AlienTooClose0"
	speak "wolfe.AlienTooClose1"
	speak "wolfe.AlienTooClose2"
	speak "wolfe.AlienTooClose3"
	speak "wolfe.AlienTooClose4"
}

Rule wolfe_CHATTER_ALIEN_TOO_CLOSE
{
    criteria ConceptCHATTER_ALIEN_TOO_CLOSE Is_wolfe
    response wolfe_CHATTER_ALIEN_TOO_CLOSE
}

Response vegas_CHATTER_ALIEN_TOO_CLOSE
{
	speak "vegas.AlienTooClose0"
	speak "vegas.AlienTooClose1"
	speak "vegas.AlienTooClose2"
	speak "vegas.AlienTooClose3"
}

Rule vegas_CHATTER_ALIEN_TOO_CLOSE
{
    criteria ConceptCHATTER_ALIEN_TOO_CLOSE Is_vegas
    response vegas_CHATTER_ALIEN_TOO_CLOSE
}

Response sarge_CHATTER_ALIEN_TOO_CLOSE
{
	speak "sarge.AlienTooClose0"
	speak "sarge.AlienTooClose1"
	speak "sarge.AlienTooClose2"
	speak "sarge.AlienTooClose3"
}

Rule sarge_CHATTER_ALIEN_TOO_CLOSE
{
    criteria ConceptCHATTER_ALIEN_TOO_CLOSE Is_sarge
    response sarge_CHATTER_ALIEN_TOO_CLOSE
}

Response bastille_CHATTER_ALIEN_TOO_CLOSE
{
	speak "bastille.AlienTooClose0"
	speak "bastille.AlienTooClose1"
	speak "bastille.AlienTooClose2"
	speak "bastille.AlienTooClose3"
	speak "bastille.AlienTooClose4"
	speak "bastille.AlienTooClose5"
}

Rule bastille_CHATTER_ALIEN_TOO_CLOSE
{
    criteria ConceptCHATTER_ALIEN_TOO_CLOSE Is_bastille
    response bastille_CHATTER_ALIEN_TOO_CLOSE
}

Response wildcat_CHATTER_ALIEN_TOO_CLOSE
{
	speak "wildcat.AlienTooClose0"
	speak "wildcat.AlienTooClose1"
	speak "wildcat.AlienTooClose2"
	speak "wildcat.AlienTooClose3"
}

Rule wildcat_CHATTER_ALIEN_TOO_CLOSE
{
    criteria ConceptCHATTER_ALIEN_TOO_CLOSE Is_wildcat
    response wildcat_CHATTER_ALIEN_TOO_CLOSE
}

Response vegas_CHATTER_HACK_FINISHED
{
	speak "vegas.FinishedHack0"
	speak "vegas.FinishedHack1"
	speak "vegas.FinishedHack2"
	speak "vegas.FinishedHack3"
	speak "vegas.FinishedHack4"
}

Rule vegas_CHATTER_HACK_FINISHED
{
    criteria ConceptCHATTER_HACK_FINISHED Is_vegas
    response vegas_CHATTER_HACK_FINISHED
}

Response crash_CHATTER_HACK_FINISHED
{
	speak "crash.FinishedHack0"
	speak "crash.FinishedHack1"
	speak "crash.FinishedHack2"
	speak "crash.FinishedHack3"
	speak "crash.FinishedHack4"
}

Rule crash_CHATTER_HACK_FINISHED
{
    criteria ConceptCHATTER_HACK_FINISHED Is_crash
    response crash_CHATTER_HACK_FINISHED
}

Response faith_CHATTER_LOCKED_TERMINAL
{
	speak "faith.LockedTerminal0"
	speak "faith.LockedTerminal1"
}

Rule faith_CHATTER_LOCKED_TERMINAL
{
    criteria ConceptCHATTER_LOCKED_TERMINAL Is_faith
    response faith_CHATTER_LOCKED_TERMINAL
}

Response jaeger_CHATTER_LOCKED_TERMINAL
{
	speak "jaeger.LockedTerminal0"
	speak "jaeger.LockedTerminal1"
}

Rule jaeger_CHATTER_LOCKED_TERMINAL
{
    criteria ConceptCHATTER_LOCKED_TERMINAL Is_jaeger
    response jaeger_CHATTER_LOCKED_TERMINAL
}

Response bastille_CHATTER_LOCKED_TERMINAL
{
	speak "bastille.LockedTerminal0"
	speak "bastille.LockedTerminal1"
	speak "bastille.LockedTerminal2"
	speak "bastille.LockedTerminal3"
	speak "bastille.LockedTerminal4"
}

Rule bastille_CHATTER_LOCKED_TERMINAL
{
    criteria ConceptCHATTER_LOCKED_TERMINAL Is_bastille
    response bastille_CHATTER_LOCKED_TERMINAL
}

Response sarge_CHATTER_LOCKED_TERMINAL
{
	speak "sarge.LockedTerminal0"
	speak "sarge.LockedTerminal1"
	speak "sarge.LockedTerminal2"
}

Rule sarge_CHATTER_LOCKED_TERMINAL
{
    criteria ConceptCHATTER_LOCKED_TERMINAL Is_sarge
    response sarge_CHATTER_LOCKED_TERMINAL
}

Response wildcat_CHATTER_LOCKED_TERMINAL
{
	speak "wildcat.LockedTerminal0"
	speak "wildcat.LockedTerminal1"
}

Rule wildcat_CHATTER_LOCKED_TERMINAL
{
    criteria ConceptCHATTER_LOCKED_TERMINAL Is_wildcat
    response wildcat_CHATTER_LOCKED_TERMINAL
}

Response vegas_CHATTER_HACK_HALFWAY
{
	speak "vegas.HalfwayHack0"
	speak "vegas.HalfwayHack1"
	speak "vegas.HalfwayHack2"
}

Rule vegas_CHATTER_HACK_HALFWAY
{
    criteria ConceptCHATTER_HACK_HALFWAY Is_vegas
    response vegas_CHATTER_HACK_HALFWAY
}

Response crash_CHATTER_HACK_HALFWAY
{
	speak "crash.HalfwayHack0"
	speak "crash.HalfwayHack1"
	speak "crash.HalfwayHack2"
	speak "crash.HalfwayHack3"
}

Rule crash_CHATTER_HACK_HALFWAY
{
    criteria ConceptCHATTER_HACK_HALFWAY Is_crash
    response crash_CHATTER_HACK_HALFWAY
}

Response faith_CHATTER_TIME_TO_LEAVE
{
	speak "faith.TimeToLeave0"
	speak "faith.TimeToLeave1"
	speak "faith.TimeToLeave2"
}

Rule faith_CHATTER_TIME_TO_LEAVE
{
    criteria ConceptCHATTER_TIME_TO_LEAVE Is_faith
    response faith_CHATTER_TIME_TO_LEAVE
}

Response crash_CHATTER_TIME_TO_LEAVE
{
	speak "crash.TimeToLeave0"
	speak "crash.TimeToLeave1"
	speak "crash.TimeToLeave2"
}

Rule crash_CHATTER_TIME_TO_LEAVE
{
    criteria ConceptCHATTER_TIME_TO_LEAVE Is_crash
    response crash_CHATTER_TIME_TO_LEAVE
}

Response jaeger_CHATTER_TIME_TO_LEAVE
{
	speak "jaeger.TimeToLeave0"
	speak "jaeger.TimeToLeave1"
}

Rule jaeger_CHATTER_TIME_TO_LEAVE
{
    criteria ConceptCHATTER_TIME_TO_LEAVE Is_jaeger
    response jaeger_CHATTER_TIME_TO_LEAVE
}

Response wolfe_CHATTER_TIME_TO_LEAVE
{
	speak "wolfe.TimeToLeave0"
	speak "wolfe.TimeToLeave1"
	speak "wolfe.TimeToLeave2"
	speak "wolfe.TimeToLeave3"
	speak "wolfe.TimeToLeave4"
	speak "wolfe.TimeToLeave5"
	speak "wolfe.TimeToLeave6"
	speak "wolfe.TimeToLeave7"
}

Rule wolfe_CHATTER_TIME_TO_LEAVE
{
    criteria ConceptCHATTER_TIME_TO_LEAVE Is_wolfe
    response wolfe_CHATTER_TIME_TO_LEAVE
}

Response vegas_CHATTER_TIME_TO_LEAVE
{
	speak "vegas.TimeToLeave0"
	speak "vegas.TimeToLeave1"
}

Rule vegas_CHATTER_TIME_TO_LEAVE
{
    criteria ConceptCHATTER_TIME_TO_LEAVE Is_vegas
    response vegas_CHATTER_TIME_TO_LEAVE
}

Response sarge_CHATTER_TIME_TO_LEAVE
{
	speak "sarge.TimeToLeave0"
	speak "sarge.TimeToLeave1"
	speak "sarge.TimeToLeave2"
}

Rule sarge_CHATTER_TIME_TO_LEAVE
{
    criteria ConceptCHATTER_TIME_TO_LEAVE Is_sarge
    response sarge_CHATTER_TIME_TO_LEAVE
}

Response bastille_CHATTER_TIME_TO_LEAVE
{
	speak "bastille.TimeToLeave0"
	speak "bastille.TimeToLeave1"
	speak "bastille.TimeToLeave2"
}

Rule bastille_CHATTER_TIME_TO_LEAVE
{
    criteria ConceptCHATTER_TIME_TO_LEAVE Is_bastille
    response bastille_CHATTER_TIME_TO_LEAVE
}

Response wildcat_CHATTER_TIME_TO_LEAVE
{
	speak "wildcat.TimeToLeave0"
	speak "wildcat.TimeToLeave1"
}

Rule wildcat_CHATTER_TIME_TO_LEAVE
{
    criteria ConceptCHATTER_TIME_TO_LEAVE Is_wildcat
    response wildcat_CHATTER_TIME_TO_LEAVE
}

Response crash_CHATTER_SCANNER
{
	speak "crash.Scanner0"
	speak "crash.Scanner1"
	speak "crash.Scanner2"
	speak "crash.Scanner3"
}

Rule crash_CHATTER_SCANNER
{
    criteria ConceptCHATTER_SCANNER Is_crash
    response crash_CHATTER_SCANNER
}

Response vegas_CHATTER_HACK_STARTED
{
	speak "vegas.StartedHack0"
	speak "vegas.StartedHack1"
	speak "vegas.StartedHack2"
	speak "vegas.StartedHack3"
	speak "vegas.StartedHack4"
	speak "vegas.StartedHack5"
}

Rule vegas_CHATTER_HACK_STARTED
{
    criteria ConceptCHATTER_HACK_STARTED Is_vegas
    response vegas_CHATTER_HACK_STARTED
}

Response crash_CHATTER_HACK_STARTED
{
	speak "crash.StartedHack0"
	speak "crash.StartedHack1"
	speak "crash.StartedHack2"
	speak "crash.StartedHack3"
	speak "crash.StartedHack4"
}

Rule crash_CHATTER_HACK_STARTED
{
    criteria ConceptCHATTER_HACK_STARTED Is_crash
    response crash_CHATTER_HACK_STARTED
}

Response faith_CHATTER_SARGE
{
	speak "faith.CallSarge0"
	speak "faith.CallSarge1"
}

Rule faith_CHATTER_SARGE
{
    criteria ConceptCHATTER_SARGE Is_faith
    response faith_CHATTER_SARGE
}

Response crash_CHATTER_SARGE
{
	speak "crash.CallSarge0"
	speak "crash.CallSarge1"
	speak "crash.CallSarge2"
}

Rule crash_CHATTER_SARGE
{
    criteria ConceptCHATTER_SARGE Is_crash
    response crash_CHATTER_SARGE
}

Response jaeger_CHATTER_SARGE
{
	speak "jaeger.CallSarge0"
	speak "jaeger.CallSarge1"
}

Rule jaeger_CHATTER_SARGE
{
    criteria ConceptCHATTER_SARGE Is_jaeger
    response jaeger_CHATTER_SARGE
}

Response wolfe_CHATTER_SARGE
{
	speak "wolfe.CallSarge0"
	speak "wolfe.CallSarge1"
	speak "wolfe.CallSarge2"
	speak "wolfe.CallSarge3"
}

Rule wolfe_CHATTER_SARGE
{
    criteria ConceptCHATTER_SARGE Is_wolfe
    response wolfe_CHATTER_SARGE
}

Response vegas_CHATTER_SARGE
{
	speak "vegas.CallSarge0"
	speak "vegas.CallSarge1"
}

Rule vegas_CHATTER_SARGE
{
    criteria ConceptCHATTER_SARGE Is_vegas
    response vegas_CHATTER_SARGE
}

Response bastille_CHATTER_SARGE
{
	speak "bastille.CallSarge0"
	speak "bastille.CallSarge1"
}

Rule bastille_CHATTER_SARGE
{
    criteria ConceptCHATTER_SARGE Is_bastille
    response bastille_CHATTER_SARGE
}

Response wildcat_CHATTER_SARGE
{
	speak "wildcat.CallSarge0"
	speak "wildcat.CallSarge1"
}

Rule wildcat_CHATTER_SARGE
{
    criteria ConceptCHATTER_SARGE Is_wildcat
    response wildcat_CHATTER_SARGE
}

Response faith_CHATTER_USE
{
	speak "faith.Use0"
	speak "faith.Use1"
	speak "faith.Use2"
	speak "faith.Use3"
	speak "faith.Use4"
	speak "faith.Use5"
	speak "faith.Use6"
	speak "faith.Use7"
}

Rule faith_CHATTER_USE
{
    criteria ConceptCHATTER_USE Is_faith
    response faith_CHATTER_USE
}

Response crash_CHATTER_USE
{
	speak "crash.Use0"
	speak "crash.Use1"
	speak "crash.Use2"
	speak "crash.Use3"
}

Rule crash_CHATTER_USE
{
    criteria ConceptCHATTER_USE Is_crash
    response crash_CHATTER_USE
}

Response jaeger_CHATTER_USE
{
	speak "jaeger.Use0"
	speak "jaeger.Use1"
	speak "jaeger.Use2"
}

Rule jaeger_CHATTER_USE
{
    criteria ConceptCHATTER_USE Is_jaeger
    response jaeger_CHATTER_USE
}

Response wolfe_CHATTER_USE
{
	speak "wolfe.Use0"
	speak "wolfe.Use1"
	speak "wolfe.Use2"
	speak "wolfe.Use3"
	speak "wolfe.Use4"
	speak "wolfe.Use5"
	speak "wolfe.Use6"
	speak "wolfe.Use7"
}

Rule wolfe_CHATTER_USE
{
    criteria ConceptCHATTER_USE Is_wolfe
    response wolfe_CHATTER_USE
}

Response vegas_CHATTER_USE
{
	speak "vegas.Use0"
	speak "vegas.Use1"
	speak "vegas.Use2"
	speak "vegas.Use3"
	speak "vegas.Use4"
	speak "vegas.Use5"
}

Rule vegas_CHATTER_USE
{
    criteria ConceptCHATTER_USE Is_vegas
    response vegas_CHATTER_USE
}

Response sarge_CHATTER_USE
{
	speak "sarge.Use0"
	speak "sarge.Use1"
	speak "sarge.Use2"
	speak "sarge.Use3"
}

Rule sarge_CHATTER_USE
{
    criteria ConceptCHATTER_USE Is_sarge
    response sarge_CHATTER_USE
}

Response bastille_CHATTER_USE
{
	speak "bastille.Use0"
	speak "bastille.Use1"
	speak "bastille.Use2"
	speak "bastille.Use3"
	speak "bastille.Use4"
	speak "bastille.Use5"
	speak "bastille.Use6"
	speak "bastille.Use7"
	speak "bastille.Use8"
	speak "bastille.Use9"
	speak "bastille.Use10"
}

Rule bastille_CHATTER_USE
{
    criteria ConceptCHATTER_USE Is_bastille
    response bastille_CHATTER_USE
}

Response wildcat_CHATTER_USE
{
	speak "wildcat.Use0"
	speak "wildcat.Use1"
	speak "wildcat.Use2"
	speak "wildcat.Use3"
}

Rule wildcat_CHATTER_USE
{
    criteria ConceptCHATTER_USE Is_wildcat
    response wildcat_CHATTER_USE
}

Response faith_CHATTER_LOCKED_TERMINAL_VEGAS
{
	speak "faith.LockedTerminalVegas0"
}

Rule faith_CHATTER_LOCKED_TERMINAL_VEGAS
{
    criteria ConceptCHATTER_LOCKED_TERMINAL_VEGAS Is_faith
    response faith_CHATTER_LOCKED_TERMINAL_VEGAS
}

Response jaeger_CHATTER_LOCKED_TERMINAL_VEGAS
{
	speak "jaeger.LockedTerminalVegas0"
}

Rule jaeger_CHATTER_LOCKED_TERMINAL_VEGAS
{
    criteria ConceptCHATTER_LOCKED_TERMINAL_VEGAS Is_jaeger
    response jaeger_CHATTER_LOCKED_TERMINAL_VEGAS
}

Response bastille_CHATTER_LOCKED_TERMINAL_VEGAS
{
	speak "bastille.LockedTerminalVegas0"
}

Rule bastille_CHATTER_LOCKED_TERMINAL_VEGAS
{
    criteria ConceptCHATTER_LOCKED_TERMINAL_VEGAS Is_bastille
    response bastille_CHATTER_LOCKED_TERMINAL_VEGAS
}

Response sarge_CHATTER_LOCKED_TERMINAL_VEGAS
{
	speak "sarge.LockedTerminalVegas0"
	speak "sarge.LockedTerminalVegas1"
}

Rule sarge_CHATTER_LOCKED_TERMINAL_VEGAS
{
    criteria ConceptCHATTER_LOCKED_TERMINAL_VEGAS Is_sarge
    response sarge_CHATTER_LOCKED_TERMINAL_VEGAS
}

Response wildcat_CHATTER_LOCKED_TERMINAL_VEGAS
{
	speak "wildcat.LockedTerminalVegas0"
}

Rule wildcat_CHATTER_LOCKED_TERMINAL_VEGAS
{
    criteria ConceptCHATTER_LOCKED_TERMINAL_VEGAS Is_wildcat
    response wildcat_CHATTER_LOCKED_TERMINAL_VEGAS
}

Response faith_CHATTER_DIE
{
	speak "faith.Dead0"
}

Rule faith_CHATTER_DIE
{
    criteria ConceptCHATTER_DIE Is_faith
    response faith_CHATTER_DIE
}

Response crash_CHATTER_DIE
{
	speak "crash.Dead0"
	speak "crash.Dead1"
	speak "crash.Dead2"
}

Rule crash_CHATTER_DIE
{
    criteria ConceptCHATTER_DIE Is_crash
    response crash_CHATTER_DIE
}

Response jaeger_CHATTER_DIE
{
	speak "jaeger.Dead0"
	speak "jaeger.Dead1"
}

Rule jaeger_CHATTER_DIE
{
    criteria ConceptCHATTER_DIE Is_jaeger
    response jaeger_CHATTER_DIE
}

Response wolfe_CHATTER_DIE
{
	speak "wolfe.Dead0"
	speak "wolfe.Dead1"
	speak "wolfe.Dead2"
	speak "wolfe.Dead3"
	speak "wolfe.Dead4"
	speak "wolfe.Dead5"
	speak "wolfe.Dead6"
}

Rule wolfe_CHATTER_DIE
{
    criteria ConceptCHATTER_DIE Is_wolfe
    response wolfe_CHATTER_DIE
}

Response vegas_CHATTER_DIE
{
	speak "vegas.Dead0"
	speak "vegas.Dead1"
}

Rule vegas_CHATTER_DIE
{
    criteria ConceptCHATTER_DIE Is_vegas
    response vegas_CHATTER_DIE
}

Response sarge_CHATTER_DIE
{
	speak "sarge.Dead0"
	speak "sarge.Dead1"
}

Rule sarge_CHATTER_DIE
{
    criteria ConceptCHATTER_DIE Is_sarge
    response sarge_CHATTER_DIE
}

Response bastille_CHATTER_DIE
{
	speak "bastille.Dead0"
	speak "bastille.Dead1"
}

Rule bastille_CHATTER_DIE
{
    criteria ConceptCHATTER_DIE Is_bastille
    response bastille_CHATTER_DIE
}

Response wildcat_CHATTER_DIE
{
	speak "wildcat.Dead0"
	speak "wildcat.Dead1"
}

Rule wildcat_CHATTER_DIE
{
    criteria ConceptCHATTER_DIE Is_wildcat
    response wildcat_CHATTER_DIE
}

Response bastille_CHATTER_HEALING_CRASH
{
	speak "bastille.HealingCrash0"
}

Rule bastille_CHATTER_HEALING_CRASH
{
    criteria ConceptCHATTER_HEALING_CRASH Is_bastille
